Symbol,Name,MarketCap_Cr,BSECode,Segment,Exchange,Platform
VHL,Vardhman Holdings Limited,1067.31,500439,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RIIL,Reliance Industrial Infrastructure Limited,1067.65,523445,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NRAIL,N R Agarwal Industries Limited,1069.57,516082,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
LAXMIDENTL,Laxmi Dental Limited,1071.42,544339,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ADCINDIA,ADC India Communications Ltd,1072.67,523411,extended_micro,BSE,BSE Main Board+BSE SME
MASTERTR,Master Trust Limited,1075.16,511768,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,1076.92,532842,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
INDIAHOMES,India Homes Ltd,1077.61,513361,extended_micro,BSE,BSE Main Board+BSE SME
UNITECH,Unitech Limited,1079.84,507878,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ORIENTTECH,Orient Technologies Limited,1080.56,544235,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
JYOTISTRUC,Jyoti Structures Limited,1086.23,513250,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TCC,TCC Concept Limited,1088.39,512038,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RSWM,RSWM Limited,1091.11,500350,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RUPA,Rupa & Company Limited,1094.26,533552,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
APEX,Apex Frozen Foods Limited,1097.81,540692,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SUBEXLTD,Subex Limited,1102.65,532348,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GANDHITUBE,Gandhi Special Tubes Limited,1104.31,513108,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MONTECARLO,Monte Carlo Fashions Limited,1108.23,538836,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PRECAM,Precision Camshafts Limited,1110.86,539636,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
FOSECOC,Foseco Crucible (India) Ltd,1111.12,523160,extended_micro,BSE,BSE Main Board+BSE SME
HARIOMPIPE,Hariom Pipe Industries Limited,1114.05,543517,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
IRMENERGY,IRM Energy Limited,1115.18,544004,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
EKC,Everest Kanto Cylinder Limited,1120.95,532684,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
FINOPB,Fino Payments Bank Limited,1123.45,543386,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ROBU,Macfos Ltd,1125.14,543787,extended_micro,BSE,BSE Main Board+BSE SME
BAJAJHCARE,Bajaj Healthcare Limited,1131.15,539872,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SULA,Sula Vineyards Limited,1133.28,543711,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
JINDALPHOT,Jindal Photo Limited,1134.93,532624,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MATRIMONY,Matrimony.Com Limited,1135.38,540704,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SUNRAKSHAK,Sunrakshakk Industries India Limited,1138.26,539300,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ZSARACOM,Saraswati Commercial India Limited,1138.44,512020,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RAJRILTD,Raj Rayon Industries Limited,1140.53,530699,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
THEMISMED,Themis Medicare Limited,1142.5,530199,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BALAJITELE,Balaji Telefilms Limited,1143.08,532382,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GAYAPROJ,Gayatri Projects Limited,1144.03,532767,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TGVSL,TGV Sraac Limited,1144.79,507753,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
INDOSMC,INDO SMC Ltd,1148.82,544681,extended_micro,BSE,BSE Main Board+BSE SME
BMW,BMW Industries Ltd,1156.27,542669,extended_micro,BSE,BSE Main Board+BSE SME
PLATIND,Platinum Industries Limited,1160.84,544134,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AKCAPIT,AK Capital Services Limited,1161.11,530499,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ARIS,Arisinfra Solutions Limited,1163.11,544419,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DHANBANK,Dhanlaxmi Bank Limited,1163.97,532180,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BIRLACABLE,Birla Cable Limited,1164.3,500060,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ELECTHERM,Electrotherm (India) Limited,1164.31,526608,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BLKASHYAP,B. L. Kashyap and Sons Limited,1167.1,532719,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BHARATWIRE,Bharat Wire Ropes Limited,1173.44,539799,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TNPETRO,Tamilnadu PetroProducts Limited,1175.03,500777,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DOLATALGO,Dolat Algotech Limited,1175.86,505526,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ROTO,Roto Pumps Limited,1182.31,517500,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
COSMICCRF,Cosmic CRF Ltd,1183.46,543928,extended_micro,BSE,BSE Main Board+BSE SME
VALIANTORG,Valiant Organics Limited,1185.58,540145,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PRANAV,Pranav Constructions Limited,1186.48,544909,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SIGACHI,Sigachi Industries Limited,1189.15,543389,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ASTAR,Asian Star Company Limited,1189.63,531847,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ALLDIGI,Alldigi Tech Limited,1190.65,532633,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
JAYBARMARU,Jay Bharat Maruti Limited,1190.75,520066,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KAMDHENU,Kamdhenu Limited,1195.47,532741,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
HMAAGRO,HMA Agro Industries Limited,1197.34,543929,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
JOJO,JOJO Ltd,1198.1,531910,extended_micro,BSE,BSE Main Board+BSE SME
SALSTEEL,S.A.L. Steel Limited,1200.7,532604,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
EXCELINDUS,Excel Industries Limited,1200.88,500650,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SKMEGGPROD,SKM Egg Products Export (India) Limited,1207.76,532143,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
3BBLACKBIO,3B Blackbio Dx Limited,1208.14,532067,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ALICON,Alicon Castalloy Limited,1211.19,531147,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
IVALUE,Ivalue Infosolutions Limited,1212.52,544523,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KALAMANDIR,Sai Silks (Kalamandir) Limited,1213.13,543989,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
LINCOLN,Lincoln Pharmaceuticals Limited,1213.3,531633,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SOLARWORLD,Solarworld Energy Solutions Limited,1220.78,544532,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SHRIRAMPPS,Shriram Properties Limited,1224.45,543419,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
COMSYN,Commercial Syn Bags Limited,1228.73,539986,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
STEL,Stel Holdings Limited,1235.59,533316,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GHCLTEXTIL,GHCL Textiles Limited,1239.27,543918,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GODAVARIB,Godavari Biorefineries Limited,1240.76,544279,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SVRL,Shri Venkatesh Refineries Ltd,1241.0,543373,extended_micro,BSE,BSE Main Board+BSE SME
NIITLTD,NIIT Limited,1241.16,500304,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ATULAUTO,Atul Auto Limited,1241.18,531795,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
FEDDERSHOL,Fedders Holding Limited,1245.35,511628,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DIGITIDE,Digitide Solutions Limited,1246.1,544413,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
CENTENKA,Century Enka Limited,1249.64,500280,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ONIXSOLAR,Onix Solar Energy Limited,1249.82,513119,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KELENRG,KELTECH Energies Ltd,1251.86,506528,extended_micro,BSE,BSE Main Board+BSE SME
MOM50,Motilal Oswal Nifty 50 ETF,1261.23,590115,extended_micro,BSE,BSE Main Board+BSE SME
DEN,Den Networks Limited,1263.69,533137,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MWL,Mangalam Worldwide Limited,1264.06,544764,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PASHUPATI,Pashupati Cotspin Limited,1266.67,544448,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ULTRAMAR,Ultramarine & Pigments Limited,1267.72,506685,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ONIDA,Onida Electronics Limited,1270.71,500279,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
CAPITALSFB,Capital Small Finance Bank Limited,1275.98,544120,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
UGROCAP,Ugro Capital Limited,1280.66,511742,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ANDHRSUGAR,The Andhra Sugars Limited,1288.13,590062,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ANDREWYU,Andrew Yule & Company Limited,1293.76,526173,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GYFTR,Gyftr Limited,1296.91,507912,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ASALCBR,Associated Alcohols & Breweries Ltd.,1308.86,507526,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DSSL,Dynacons Systems & Solutions Limited,1313.7,532365,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
EIMCOELECO,Eimco Elecon (India) Limited,1320.99,523708,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ARROWGREEN,Arrow Greentech Limited,1322.91,516064,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
UDS,Updater Services Limited,1327.01,543996,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NINSYS,NINtec Systems Limited,1327.07,539843,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,1328.24,506618,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AIRFLOA,Airfloa Rail Technology Ltd,1333.57,544516,extended_micro,BSE,BSE Main Board+BSE SME
BHARATSE,Bharat Seats Limited,1335.44,523229,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
IGARASHI,Igarashi Motors India Limited,1337.22,517380,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
