Symbol,Name,MarketCap_Cr,BSECode,Segment,Exchange,Platform
PRARUH,Praruh Technologies Ltd,218.7,544538,micro,BSE,BSE Main Board+BSE SME
GOLDTECH,AION-TECH SOLUTIONS LIMITED,218.72,531439,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SGFRL,Suyog Gurbaxani Funicular Ropeways Ltd,218.79,543391,micro,BSE,BSE Main Board+BSE SME
BPL,BPL Limited,219.41,500074,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DIKSAT,Diksat Transworld Ltd,219.46,540151,micro,BSE,BSE Main Board+BSE SME
STHINPA,South India Paper Mills Ltd,220.5,516108,micro,BSE,BSE Main Board+BSE SME
KERALAYUR,Kerala Ayurveda Ltd,220.72,530163,micro,BSE,BSE Main Board+BSE SME
SETCO,Setco Automotive Limited,221.92,505075,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
EMERALD,Emerald Finance Ltd,222.13,538882,micro,BSE,BSE Main Board+BSE SME
ESPIRE,Espire Hospitality Limited,222.27,532016,micro,BSE,BSE Main Board+BSE SME
INNOVATORS,Innovators Facade Systems Ltd,222.45,541353,micro,BSE,BSE Main Board+BSE SME
ZEELEARN,Zee Learn Limited,222.53,533287,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
7SEASL,7Seas Entertainment Ltd,222.8,540874,micro,BSE,BSE Main Board+BSE SME
SMARTLINK,Smartlink Holdings Limited,223.34,532419,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GOLKUNDIA,Golkunda Diamonds & Jewellery Ltd,223.34,523676,micro,BSE,BSE Main Board+BSE SME
IWP,The Indian Wood Products Company Limited,225.38,540954,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GENCON,Generic Engineering Construction and Projects Limited,226.01,539407,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DPWIRES,D P Wires Limited,226.38,543962,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RMC,RMC Switchgears Limited,228.46,540358,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
WORTHPERI,Worth Peripherals Limited,229.65,544577,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NATIONSTD,National Standard (India) Limited,229.9,504882,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
IVP,IVP Limited,230.02,507580,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ADON,Adon Agro Commodities Ltd,230.17,544809,micro,BSE,BSE Main Board+BSE SME
VIKASLIFE,Vikas Lifecare Limited,230.35,542655,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ITCONS,ITCONS E-Solutions Ltd,230.43,543806,micro,BSE,BSE Main Board+BSE SME
ECOPLAST,Ecoplast Ltd,231.07,526703,micro,BSE,BSE Main Board+BSE SME
PSCELESTIA,PropShare Celestia,231.95,544752,micro,BSE,BSE SME
MANAKALUCO,Manaksia Aluminium Company Limited,232.65,539045,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
STARTECK,Starteck Finance Limited,232.89,512381,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BTTL,Bhilwara Technical Textiles Limited,233.49,533108,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GENNEX,Gennex Laboratories Ltd,233.82,531739,micro,BSE,BSE Main Board+BSE SME
SAHLIBHFI,Shalibhadra Finance Limited,234.54,511754,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
COMPEAU,Competent Automobiles Company Limited,234.59,531041,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ALSL,Alacrity Securities Ltd,234.7,535916,micro,BSE,BSE Main Board+BSE SME
MARALOVER,Maral Overseas Limited,235.06,521018,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KHADIM,Khadim India Limited,235.24,540775,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TELGE,Telge Projects Ltd,235.31,544544,micro,BSE,BSE Main Board+BSE SME
ITHL,International Travel House Ltd,236.88,500213,micro,BSE,BSE Main Board+BSE SME
WARDWIZFBL,Wardwizard Foods and Beverages Ltd,237.34,539132,micro,BSE,BSE Main Board+BSE SME
UFO,UFO Moviez India Limited,237.57,539141,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RATNABHUMI,Ratnabhumi Developers Ltd,238.38,540796,micro,BSE,BSE Main Board+BSE SME
NIPPOBATRY,Indo-National Limited,238.5,504058,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RNBDENIMS,R&B Denims Limited,238.88,538119,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
FCSSOFT,FCS Software Solutions Limited,239.34,532666,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
COCHINM,Cochin Minerals & Rutiles Ltd,239.4,513353,micro,BSE,BSE Main Board+BSE SME
VGIL,Veer Global Infraconstruction Ltd,239.46,543241,micro,BSE,BSE Main Board+BSE SME
SAKUMA,Sakuma Exports Limited,239.86,532713,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TRF,TRF Limited,239.91,505854,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GUJJUBHAI,Gujjubhai Industries Ltd,239.96,532070,micro,BSE,BSE Main Board+BSE SME
SHIVAMAUTO,Shivam Autotech Limited,239.98,532776,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
EVERESTO,Everest Organics Ltd,240.0,524790,micro,BSE,BSE Main Board+BSE SME
LOTUSEYE,Lotus Eye Hospital and Institute Limited,240.2,532998,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
VMSTMT,VMS TMT Limited,240.22,544521,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SSDL,Saraswati Saree Depot Limited,240.29,544230,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DSFCL,DCM Shriram Fine Chemicals Limited,240.53,544703,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
STARPAPER,Star Paper Mills Limited,241.93,516022,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AHMDSTE,Ahmedabad Steelcraft Ltd,242.23,522273,micro,BSE,BSE Main Board+BSE SME
JATTAINDUS,Jattashankar Industries Ltd,242.91,514318,micro,BSE,BSE Main Board+BSE SME
BHARATROHAN,Bharatrohan Airborne Innovations Ltd,243.06,544535,micro,BSE,BSE Main Board+BSE SME
TAKE,TAKE Limited,243.8,532890,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AHLEAST,Asian Hotels (East) Limited,243.81,533227,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
INDTONER,Indian Toners & Developers Ltd,243.95,523586,micro,BSE,BSE Main Board+BSE SME
NITINCAST,Nitin Castings Ltd,244.16,508875,micro,BSE,BSE Main Board+BSE SME
MITSU,Mitsu Chem Plast Ltd,244.19,540078,micro,BSE,BSE Main Board+BSE SME
AVEER,Aveer Foods Ltd,246.89,543737,micro,BSE,BSE Main Board+BSE SME
IVC,IL&FS Investment Managers Limited,247.14,511208,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NAGPI,Nagpur Power & Industries Ltd,247.44,532362,micro,BSE,BSE Main Board+BSE SME
RVHL,Ravinder Heights Limited,247.45,543251,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DAICHI,Dai-Ichi Karkaria Limited,248.13,526821,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MERCANTILE,Mercantile Ventures Limited,249.58,538942,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
EQUIPPP,Equippp Social Impact Technologies Limited,249.9,590057,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
QUESTCAP,Quest Capital Markets Ltd,250.0,500069,micro,BSE,BSE Main Board+BSE SME
SAPPL,Shree Ajit Pulp & Paper Limited,250.48,538795,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BIMETAL,Bimetal Bearings Limited,250.54,505681,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PGFOILQ,PG Foils Ltd,251.35,526747,micro,BSE,BSE Main Board+BSE SME
RCOM,Reliance Communications Limited,251.66,532712,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
HANNAH,Hannah Joseph Hospital Ltd,251.95,544687,micro,BSE,BSE Main Board+BSE SME
CHEMKART,Chemkart India Ltd,252.14,544442,micro,BSE,BSE Main Board+BSE SME
GLOBECIVIL,Globe Civil Projects Limited,252.37,544424,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
CHEMBOND,Chembond Material Technologies Limited,252.56,530871,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KAYCEEI,Kaycee Industries Ltd,252.63,504084,micro,BSE,BSE Main Board+BSE SME
LAXMIPATI,Laxmipati Engineering Works Ltd,253.09,537669,micro,BSE,BSE Main Board+BSE SME
SPENCERS,Spencer's Retail Limited,253.27,542337,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PRITIKAUTO,Pritika Auto Industries Limited,253.43,539359,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
JGTL,Jasch Gauging Technologies Ltd,253.66,544112,micro,BSE,BSE Main Board+BSE SME
UVDRHOR,United Van Der Horst Ltd,254.78,522091,micro,BSE,BSE Main Board+BSE SME
SHIVTEXCHEM,Shiv Texchem Ltd,255.13,544272,micro,BSE,BSE Main Board+BSE SME
INTEGFD,Integrated Proteins Ltd,255.16,519606,micro,BSE,BSE Main Board+BSE SME
LANCORHOL,Lancor Holdings Limited,255.22,509048,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SIMMOND,Simmonds Marshall Ltd,255.25,507998,micro,BSE,BSE Main Board+BSE SME
DIAMINESQ,Diamines & Chemicals Limited,255.26,500120,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BI,Bilcare Limited,256.01,526853,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
CHATHA,Chatha Foods Ltd,256.36,544151,micro,BSE,BSE Main Board+BSE SME
RSTL,Riddhi Steel and Tube Ltd,256.42,540082,micro,BSE,BSE Main Board+BSE SME
GRAVISSHO,Graviss Hospitality Limited,256.9,509546,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SRD,Shankar Lal Rampal Dye-Chem Limited,257.08,542232,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
COASTCORP,Coastal Corporation Limited,259.78,501831,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SHPLPUNE,Sayaji Hotels (Pune) Ltd,259.88,544090,micro,BSE,BSE Main Board+BSE SME
NILAINFRA,Nila Infrastructures Limited,259.97,530377,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PATELCHEM,Patel Chem Specialities Ltd,260.02,544460,micro,BSE,BSE Main Board+BSE SME
ACESOFT,ACE Software Exports Ltd,260.35,531525,micro,BSE,BSE Main Board+BSE SME
JAYSREETEA,Jayshree Tea & Industries Limited,260.62,509715,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
INDGELA,India Gelatine & Chemicals Ltd,261.0,531253,micro,BSE,BSE Main Board+BSE SME
KDML,Khemani Distributors & Marketing Ltd,261.1,539788,micro,BSE,BSE Main Board+BSE SME
GRERENEW,GRE Renew Enertech Ltd,261.47,544682,micro,BSE,BSE Main Board+BSE SME
OVOBELE,Ovobel Foods Ltd,261.6,530741,micro,BSE,BSE Main Board+BSE SME
HOCL,Hindustan Organic Chemicals Ltd,261.98,500449,micro,BSE,BSE Main Board+BSE SME
JOSTS,Josts Engineering Company Ltd,262.14,505750,micro,BSE,BSE Main Board+BSE SME
A2ZINFRA,A2Z Infra Engineering Limited,262.73,533292,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ACEALPHA,Ace Alpha Tech Ltd,263.37,544431,micro,BSE,BSE Main Board+BSE SME
KISAN,Kisan Mouldings Ltd,264.01,530145,micro,BSE,BSE Main Board+BSE SME
LOGICA,Logica Infoway Ltd,264.03,543746,micro,BSE,BSE Main Board+BSE SME
EMPOWER,Empower India Limited,264.18,504351,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PLAZACABLE,Plaza Wires Limited,264.96,544003,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GAMCO,Gamco Ltd,265.02,540097,micro,BSE,BSE Main Board+BSE SME
MKEXIM,M.K. Exim (India) Limited,265.21,538890,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KMSUGAR,K.M.Sugar Mills Limited,265.88,532673,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RPPINFRA,R.P.P. Infra Projects Limited,267.04,533284,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SOMATEX,Soma Textiles & Industries Limited,267.4,521034,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AMEENJI,Ameenji Rubber Ltd,268.46,544555,micro,BSE,BSE Main Board+BSE SME
HORIZON,Horizon Reclaim (India) Ltd,269.12,544794,micro,BSE,BSE Main Board+BSE SME
DJML,DJ Mediaprint & Logistics Limited,269.42,543193,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TIGERLOGS,Tiger Logistics (India) Limited,270.87,536264,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MADALA,Madala Holdings Ltd,271.58,532344,micro,BSE,BSE Main Board+BSE SME
PRECISIO,Precision Electronics Ltd,272.26,517258,micro,BSE,BSE Main Board+BSE SME
ZENOTECH,Zenotech Laboratories Ltd,273.66,532039,micro,BSE,BSE Main Board+BSE SME
ORGANICREC,Organic Recycling Systems Ltd,273.76,543997,micro,BSE,BSE Main Board+BSE SME
VETO,Veto Switchgears And Cables Limited,274.2,539331,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RUDRAECO,Rudra Ecovation Ltd,275.65,514010,micro,BSE,BSE Main Board+BSE SME
CITIZEN,Citizen Solar Ltd,276.44,538786,micro,BSE,BSE Main Board+BSE SME
APCL,Anjani Portland Cement Limited,276.53,518091,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SOLARIUM,Solarium Green Energy Ltd,278.41,544354,micro,BSE,BSE Main Board+BSE SME
SPICEISLIN,Spice Islands Industries Ltd,278.47,526827,micro,BSE,BSE Main Board+BSE SME
HIKLASS,Hi-Klass Trading and Investment Ltd,278.63,542332,micro,BSE,BSE Main Board+BSE SME
SUNDRMBRAK,Sundaram Brake Linings Limited,278.96,590072,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BOMOXY-B1,Bombay Oxygen Investments Ltd,279.0,509470,micro,BSE,BSE Main Board+BSE SME
EXXARO,Exxaro Tiles Limited,279.18,543327,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MAHEPC,Mahindra EPC Irrigation Limited,279.93,523754,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SURJIND,Suraj Industries Ltd,281.01,526211,micro,BSE,BSE Main Board+BSE SME
BDH,BDH Industries Ltd,282.08,524828,micro,BSE,BSE Main Board+BSE SME
PQIF,Polo Queen Industrial and Fintech Ltd,282.37,540717,micro,BSE,BSE Main Board+BSE SME
SUDTIND-B,Suditi Industries Ltd,282.76,521113,micro,BSE,BSE Main Board+BSE SME
MEDICO,Medico Remedies Limited,282.98,540937,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
CMBL,Corporate Merchant Bankers Ltd,283.54,540199,micro,BSE,BSE Main Board+BSE SME
VARDMNPOLY,Vardhman Polytex Limited,284.02,514175,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
CPCAP,CP Capital Limited,284.17,533260,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SHAWGELTIN,Narmada Gelatines Ltd,284.3,526739,micro,BSE,BSE Main Board+BSE SME
HIMTEK,Him Teknoforge Ltd,284.77,505712,micro,BSE,BSE Main Board+BSE SME
NATFIT,National Fittings Ltd,285.39,531289,micro,BSE,BSE Main Board+BSE SME
DYNPRO,Dynemic Products Limited,285.92,532707,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SSPRL,Silverstorm Parks And Resorts Ltd,286.07,544840,micro,BSE,BSE Main Board+BSE SME
SURAJ,Suraj Products Ltd,286.14,518075,micro,BSE,BSE Main Board+BSE SME
BARODARY,Baroda Rayon Corporation Ltd,286.39,500270,micro,BSE,BSE Main Board+BSE SME
RDBRL,RDB Rasayans Ltd,287.16,533608,micro,BSE,BSE Main Board+BSE SME
NATHBIOGEN,Nath Bio-Genes (India) Limited,288.86,537291,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ATLANTAA,ATLANTAA LIMITED,289.0,532759,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,289.38,524412,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GALXBRG,Galaxy Bearings Ltd,290.54,526073,micro,BSE,BSE Main Board+BSE SME
SVGLOBAL,S V Global Mill Limited,290.95,535621,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
HINDMOTORS,Hindustan Motors Ltd,291.08,500500,micro,BSE,BSE Main Board+BSE SME
ADMACH,Admach Systems Ltd,291.23,544669,micro,BSE,BSE Main Board+BSE SME
INDUSFINL,Indus Finance Ltd,291.36,531841,micro,BSE,BSE Main Board+BSE SME
SAYAJIIND,Sayaji Industries Limited,291.48,540728,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
OMFREIGHT,Om Freight Forwarders Limited,292.1,544564,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TAMBOLIIN,Tamboli Industries Limited,292.59,533170,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GENUSPAPER,Genus Paper & Boards Limited,293.12,538961,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
A1L,A-1 Ltd,293.94,542012,micro,BSE,BSE Main Board+BSE SME
VIJIFIN,Viji Finance Limited,294.91,537820,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SAB,SAB Industries Limited,295.68,539112,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
INFINITY,Infinity Infoway Ltd,296.1,544567,micro,BSE,BSE Main Board+BSE SME
AMBALALSA,Ambalal Sarabhai Enterprises Limited,296.26,500009,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
LIKHAMI,Likhami Consulting Ltd,297.41,539927,micro,BSE,BSE Main Board+BSE SME
SANCODE,Sancode Technologies Ltd,298.0,543897,micro,BSE,BSE Main Board+BSE SME
GLEN,Glen Industries Ltd,298.36,544444,micro,BSE,BSE Main Board+BSE SME
BHAVIK,Bhavik Enterprises Ltd,299.26,544551,micro,BSE,BSE Main Board+BSE SME
NUTRICIRCLE,Nutricircle Ltd,299.7,530219,micro,BSE,BSE Main Board+BSE SME
INDAG,Indag Rubber Ltd,300.17,509162,micro,BSE,BSE Main Board+BSE SME
MODIRUBBER,Modi Rubber Limited,300.61,500890,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
OMG,Om Galaxy Ltd,300.9,544922,micro,BSE,BSE Main Board+BSE SME
CLEDUCATE,CL Educate Limited,301.05,540403,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SWASTIKA,Swastika Investmart Ltd,301.38,530585,micro,BSE,BSE Main Board+BSE SME
ALPHALOGIC,Alphalogic Techsys Ltd,302.3,542770,micro,BSE,BSE Main Board+BSE SME
EKANSH,Ekansh Concepts Ltd,303.08,531364,micro,BSE,BSE Main Board+BSE SME
UVS,UVS Hospitality And Services Ltd,304.83,531652,micro,BSE,BSE Main Board+BSE SME
ASHIMASYN,Ashima Limited,305.12,514286,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PONNIERODE,Ponni Sugars (Erode) Limited,305.33,532460,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RHL,Robust Hotels Limited,306.06,543901,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AXITA,Axita Cotton Limited,306.14,542285,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NCML,Nilachal Carbo Metalicks Ltd,306.6,544510,micro,BSE,BSE Main Board+BSE SME
DAVANGERE,Davangere Sugar Company Limited,307.45,543267,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
LYKALABS,Lyka Labs Limited,307.51,500259,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PODDARMENT,Poddar Pigments Limited,307.69,524570,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ASTALLTD,Astal Laboratories Ltd,307.86,512600,micro,BSE,BSE Main Board+BSE SME
LESL,Leapfrog Engineering Services Ltd,308.68,544797,micro,BSE,BSE Main Board+BSE SME
TIERRA,Tierra Agrotech Ltd,308.95,543531,micro,BSE,BSE Main Board+BSE SME
KAKA,Kaka Industries Ltd,309.26,543939,micro,BSE,BSE Main Board+BSE SME
CINELINE,Cineline India Limited,309.91,532807,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GENUSPRIME,Genus Prime Infra Ltd,310.51,532425,micro,BSE,BSE Main Board+BSE SME
TERASOFT,Tera Software Limited,310.54,533982,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MEGASTAR,Megastar Foods Limited,310.63,541352,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
HILINFRA,Highway Infrastructure Limited,310.91,544477,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
OMNITEX,Omnitex Industries India Ltd,311.06,514324,micro,BSE,BSE Main Board+BSE SME
ACLD,Aelea Commodities Ltd,311.85,544213,micro,BSE,BSE Main Board+BSE SME
GULFPETRO,GP Petroleums Limited,312.23,532543,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SCANSTL,Scan Steels Limited,313.33,511672,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KRITI,Kriti Industries (India) Limited,313.33,526423,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AVG,AVG Logistics Limited,316.54,543910,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KWICK,Kwick Forensic Solutions Ltd,317.0,544895,micro,BSE,BSE Main Board+BSE SME
REMIEDEL,Remi Edelstahl Tubulars Ltd,317.19,513043,micro,BSE,BSE Main Board+BSE SME
TALBROSENG,Talbros Engineering Ltd,317.43,538987,micro,BSE,BSE Main Board+BSE SME
NOVUS,Novus Loyalty Ltd,317.85,544735,micro,BSE,BSE Main Board+BSE SME
SBECSUG,SBEC Sugar Ltd,319.28,532102,micro,BSE,BSE Main Board+BSE SME
FUNDVISER,Fundviser Capital (India) Ltd,319.95,530197,micro,BSE,BSE Main Board+BSE SME
UCAL,UCAL LIMITED,320.87,500464,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GTV,GTV Engineering Ltd,322.13,539479,micro,BSE,BSE Main Board+BSE SME
ALMONDZ,Almondz Global Securities Limited,322.17,531400,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TREJHARA,TREJHARA SOLUTIONS LIMITED,322.32,542233,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NURECA,Nureca Limited,323.57,543264,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SHAH,Shah Metacorp Limited,324.18,533275,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DBEIL,Deepak Builders & Engineers India Limited,325.13,544276,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RUCHIRA,Ruchira Papers Limited,325.61,532785,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
IITL,Industrial Investment Trust Limited,325.81,501295,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PHCAP,PH Capital Ltd,326.68,500143,micro,BSE,BSE Main Board+BSE SME
AASTHA,Aastha Spintex Limited,328.11,544808,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
HARRMALAYA,Harrisons  Malayalam Limited,328.23,500467,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DCMSRIND,DCM Shriram Industries Limited,329.96,523369,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
HPAL,HP Adhesives Limited,330.29,543433,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AKSHARCHEM,AksharChem India Limited,330.36,524598,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DEVX,Dev Accelerator Limited,330.55,544513,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
VEGA,Vega Jewellers Ltd,330.93,512026,micro,BSE,BSE Main Board+BSE SME
CPEDU,Career Point Edutech Limited,332.11,544499,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
STOVACQ,Stovec Industries Ltd,332.21,504959,micro,BSE,BSE Main Board+BSE SME
BEDMUTHA,Bedmutha Industries Limited,332.32,533270,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NPL,National Peroxide Ltd,333.33,544205,micro,BSE,BSE Main Board+BSE SME
KCPSUGIND,KCP Sugar and Industries Corporation Limited,333.35,533192,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
VVIPIL,VVIP Infratech Ltd,333.84,544219,micro,BSE,BSE Main Board+BSE SME
ESSARSHPNG,Essar Shipping Limited,334.06,533704,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MACHLTD,Mach Travel Solutions Ltd,334.49,544248,micro,BSE,BSE Main Board+BSE SME
ISTRNETWK,iStreet Network Ltd,334.66,524622,micro,BSE,BSE Main Board+BSE SME
DCMNVL,DCM Nouvelle Limited,334.8,542729,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MONIKA,Monika Alcobev Ltd,335.05,544451,micro,BSE,BSE Main Board+BSE SME
REMSONSIND,Remsons Industries Limited,335.74,530919,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
JAYUSH,Jay Ushin Ltd,336.11,513252,micro,BSE,BSE Main Board+BSE SME
LUDLOWJUT,Ludlow Jute & Specialities Ltd,337.04,526179,micro,BSE,BSE Main Board+BSE SME
DREAMFOLKS,Dreamfolks Services Limited,337.57,543591,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PPAP,PPAP Automotive Limited,337.62,532934,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MISHTANN,Mishtann Foods Ltd,338.37,539594,micro,BSE,BSE Main Board+BSE SME
SWISSMLTRY,Swiss Military Consumer Goods Limited,338.39,523558,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AGRIBIO,Agribio Spirits Ltd,339.64,539546,micro,BSE,BSE Main Board+BSE SME
ASARFI,Asarfi Hospital Ltd,340.22,543943,micro,BSE,BSE Main Board+BSE SME
SHEMAROO,Shemaroo Entertainment Limited,340.45,538685,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TRACXN,Tracxn Technologies Limited,340.54,543638,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
COVANCE,Covance Softsol Ltd,342.15,544361,micro,BSE,BSE Main Board+BSE SME
MBLINFRA,MBL Infrastructure Limited,342.93,533152,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RGIL,Rotographics (India) Ltd,343.58,539922,micro,BSE,BSE Main Board+BSE SME
RDBIPL,RDB Infrastructure And Power Ltd,343.78,533285,micro,BSE,BSE Main Board+BSE SME
